Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
variation,,Cunning Like A Slytherin Harry Potter New Look Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,70.99,,,,,,,1.56E+15,,,,,,,Size,Full (3PCS),,0,Type,Winter Is Here,,0,0,,,
variation,,Cunning Like A Slytherin Harry Potter New Look Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,75.99,,,,,,,1.56E+15,,,,,,,Size,Queen (3PCS),,0,Type,Winter Is Here,,0,0,,,
variation,,Cunning Like A Slytherin Harry Potter New Look Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,80.99,,,,,,,1.56E+15,,,,,,,Size,King (3PCS),,0,Type,Winter Is Here,,0,0,,,
variation,,Cunning Like A Slytherin Harry Potter New Look Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,85.99,,,,,,,1.56E+15,,,,,,,Size,Twin (4PCS),,0,Type,Winter Is Here,,0,0,,,
variation,,Cunning Like A Slytherin Harry Potter New Look Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,89.99,,,,,,,1.56E+15,,,,,,,Size,Full (4PCS),,0,Type,Winter Is Here,,0,0,,,
variation,,Cunning Like A Slytherin Harry Potter New Look Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,95.99,,,,,,,1.56E+15,,,,,,,Size,Queen (4PCS),,0,Type,Winter Is Here,,0,0,,,
variation,,Cunning Like A Slytherin Harry Potter New Look Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,100.99,,,,,,,1.56E+15,,,,,,,Size,King (4PCS),,0,Type,Winter Is Here,,0,0,,,
variable,1.55E+15,Harry Potter Hoodie Dress 1,1,,visible,"Each hoodie is constructed from a premium polyester blend that is ultra-soft and incredibly comfortable.<br/>Features a specialty high definition heat-dye application that ensures long lasting color vibrancy even after machine washing.<br/>Fabric is durable and resistant to wrinkles, shrinking and mildew.<br/>Each Hoodie is custom printed, cut and sewn just for you when you place your order ? there may be small differences in the design on the seams and / or arms due to the custom nature of the production process!",,,,taxable,,1,,,,,,,,,1,,,,hoodie ,,,"https://pod-product.s3.amazonaws.com/front-1-7e8b90f5-c3cb-421a-9deb-689511a99cdd.jpg,https://pod-product.s3.amazonaws.com/front-2-de645ae0-c2b1-402e-bda9-246aaf5a5400.jpg,https://pod-product.s3.amazonaws.com/front-3-4683b906-c033-46bd-849f-7a0f767bbba2.jpg,https://pod-product.s3.amazonaws.com/front-4-ebdd1145-5716-4949-a37a-2cfaf7552d81.jpg,https://pod-product.s3.amazonaws.com/front-5-4c535477-da42-49d2-ae1a-642d8a8ec421.jpg",,,,,,,,,,Style,Hoodie Dress - Harry Potter Hoodie Dress,1,0,Size,"XS,S,M,L,XL,2XL,3XL,4XL",1,0,,,,
variation,,Harry Potter Hoodie Dress 1,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,49.95,,,,,,,1.55E+15,,,,,,,Style,Hoodie Dress - Harry Potter Hoodie Dress,,0,Size,XS,,0,,,,
variation,,Harry Potter Hoodie Dress 1,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,49.95,,,,,,,1.55E+15,,,,,,,Style,Hoodie Dress - Harry Potter Hoodie Dress,,0,Size,S,,0,,,,
variation,,Harry Potter Hoodie Dress 1,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,49.95,,,,,,,1.55E+15,,,,,,,Style,Hoodie Dress - Harry Potter Hoodie Dress,,0,Size,M,,0,,,,
variation,,Harry Potter Hoodie Dress 1,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,49.95,,,,,,,1.55E+15,,,,,,,Style,Hoodie Dress - Harry Potter Hoodie Dress,,0,Size,L,,0,,,,
variation,,Harry Potter Hoodie Dress 1,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,49.95,,,,,,,1.55E+15,,,,,,,Style,Hoodie Dress - Harry Potter Hoodie Dress,,0,Size,XL,,0,,,,
variation,,Harry Potter Hoodie Dress 1,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,49.95,,,,,,,1.55E+15,,,,,,,Style,Hoodie Dress - Harry Potter Hoodie Dress,,0,Size,2XL,,0,,,,
variation,,Harry Potter Hoodie Dress 1,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,49.95,,,,,,,1.55E+15,,,,,,,Style,Hoodie Dress - Harry Potter Hoodie Dress,,0,Size,3XL,,0,,,,
variation,,Harry Potter Hoodie Dress 1,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,49.95,,,,,,,1.55E+15,,,,,,,Style,Hoodie Dress - Harry Potter Hoodie Dress,,0,Size,4XL,,0,,,,
variable,1.55E+15,Night Fury Light Fury Love Hooded Blanket,1,,visible,"All of our Blankets are custom-made-to-order and handcrafted to the highest quality standards.<br/>-Each blanket features a premium suede polyester print for beautiful color vibrancy.<br/>-Cozy underside is constructed from an ultra-soft micro fleece fabric to keep you warm and comfortable.<br/>-Perfect for snuggling while watching TV on the couch, relaxing on a sofa, or reading in bed.<br/>-Machine washable with cold water gentle cycle and mild detergent.<br>Please allow 7-9 days to receive a tracking number while your order is hand-crafted, packaged and shipped from our facility. Estimated shipping time is 2-4 weeks.",,,,taxable,,1,,,,,,,,,1,,,,blanket,,,"https://pod-product.s3.amazonaws.com/1903655452714-1.jpg,https://pod-product.s3.amazonaws.com/1903655452714-2.jpg,https://pod-product.s3.amazonaws.com/1903655452714-3.jpg,https://pod-product.s3.amazonaws.com/1903655452714-4.jpg",,,,,,,,,,Size,"Adult 80""x55"",Youth 60""x40""",1,0,Size,"XS,S,M,L,XL,2XL,3XL,4XL",1,0,,,,
variation,,Night Fury Light Fury Love Hooded Blanket,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,76.95,,,,,,,1.55E+15,,,,,,,Size,"Adult 80""x55""",,0,Size,4XL,,0,,,,
variation,,Night Fury Light Fury Love Hooded Blanket,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,76.95,,,,,,,1.55E+15,,,,,,,Size,"Youth 60""x40""",,0,Size,4XL,,0,,,,
variable,1.55E+15,Night Fury Light Fury Love Bedding Set,1,,visible,"Bedding set comes with one duvet cover and two pillowcases.<br/>Comforter, bed sheet and pillow inserts are not included.<br/>Features a single-sided full color print on luxurious brushed polyester fabric.<br/>Constructed with cozy yet lightweight premium materials that are soft to touch.<br/>Tie-down corners to ensure secure placement of comforter insert.<br/>Machine washable with cold water gentle cycle and mild detergent.",,,,taxable,,1,,,,,,,,,1,,,,bedding,,,"https://pod-product.s3.amazonaws.com/012000x13000-2-3-mc.jpg,https://pod-product.s3.amazonaws.com/artt1704346.jpg,https://pod-product.s3.amazonaws.com/arts1704346.jpg,https://pod-product.s3.amazonaws.com/artk1704346.jpg",,,,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,1,0,Size,"US Twin,US Queen/Full,US King,US California King,AU Single,AU Double,AU Queen,AU King,UK Single,UK Double,UK King,UK Super King",1,0,,,,
variation,,Night Fury Light Fury Love Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,94.95,,,,,,,1.55E+15,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,,0,Size,US Twin,,0,,,,
variation,,Night Fury Light Fury Love Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,99.95,,,,,,,1.55E+15,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,,0,Size,US Queen/Full,,0,,,,
variation,,Night Fury Light Fury Love Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,104.95,,,,,,,1.55E+15,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,,0,Size,US King,,0,,,,
variation,,Night Fury Light Fury Love Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,109.95,,,,,,,1.55E+15,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,,0,Size,US California King,,0,,,,
variation,,Night Fury Light Fury Love Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,94.95,,,,,,,1.55E+15,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,,0,Size,AU Single,,0,,,,
variation,,Night Fury Light Fury Love Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,99.95,,,,,,,1.55E+15,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,,0,Size,AU Double,,0,,,,
variation,,Night Fury Light Fury Love Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,104.95,,,,,,,1.55E+15,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,,0,Size,AU Queen,,0,,,,
variation,,Night Fury Light Fury Love Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,109.95,,,,,,,1.55E+15,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,,0,Size,AU King,,0,,,,
variation,,Night Fury Light Fury Love Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,94.95,,,,,,,1.55E+15,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,,0,Size,UK Single,,0,,,,
variation,,Night Fury Light Fury Love Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,99.95,,,,,,,1.55E+15,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,,0,Size,UK Double,,0,,,,
variation,,Night Fury Light Fury Love Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,104.95,,,,,,,1.55E+15,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,,0,Size,UK King,,0,,,,
variation,,Night Fury Light Fury Love Bedding Set,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,109.95,,,,,,,1.55E+15,,,,,,,Style,Bedding Set - Black - Night Fury Light Fury Love Bedding Set,,0,Size,UK Super King,,0,,,,
variable,1.55E+15,Jon Snow Premium Blanket,1,,visible,"All of our Blankets are custom-made-to-order and handcrafted to the highest quality standards.<br/>-Each blanket features a premium suede polyester print for beautiful color vibrancy.<br/>-Cozy underside is constructed from an ultra-soft micro fleece fabric to keep you warm and comfortable.<br/>-Perfect for snuggling while watching TV on the couch, relaxing on a sofa, or reading in bed.<br/>-Machine washable with cold water gentle cycle and mild detergent.<br>Please allow 7-9 days to receive a tracking number while your order is hand-crafted, packaged and shipped from our facility. Estimated shipping time is 2-4 weeks.",,,,taxable,,1,,,,,,,,,1,,,,blanket,,,"https://pod-product.s3.amazonaws.com/front-1-d99bcfb2-d409-4570-9355-97cb81759a11.jpg,https://pod-product.s3.amazonaws.com/front-2-c07a94c0-1f09-4f6c-a71d-25502ab49b59.jpg,https://pod-product.s3.amazonaws.com/front-3-446cbec4-e4ee-4e09-bb26-afa16772a3df.jpg,https://pod-product.s3.amazonaws.com/front-4-ce24f325-c8ce-4d4e-a53a-30a2e5c07b03.jpg,https://pod-product.s3.amazonaws.com/front-5-f15ec732-1fcd-4bbc-925b-6201a19bb2a9.jpg",,,,,,,,,,Style,Premium Blanket - Jon Snow Premium Blanket,1,0,Size,"Youth (56 x 43 inches / 140 x 110 cm),Large (70 x 54 inches / 180 x 140 cm),X-Large (80 x 60 inches / 200 x 150 cm)",1,0,,,,
variation,,Jon Snow Premium Blanket,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,46.95,,,,,,,1.55E+15,,,,,,,Style,Premium Blanket - Jon Snow Premium Blanket,,0,Size,Youth (56 x 43 inches / 140 x 110 cm),,0,,,,
variation,,Jon Snow Premium Blanket,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,49.95,,,,,,,1.55E+15,,,,,,,Style,Premium Blanket - Jon Snow Premium Blanket,,0,Size,Large (70 x 54 inches / 180 x 140 cm),,0,,,,
variation,,Jon Snow Premium Blanket,1,,visible,,,,,taxable,parent,1,,,,,,,,,0,,,53.95,,,,,,,1.55E+15,,,,,,,Style,Premium Blanket - Jon Snow Premium Blanket,,0,Size,X-Large (80 x 60 inches / 200 x 150 cm),,0,,,,
